nodeId:ID,:LABEL,title,process_number,summary,publication_date,source_url,temporal_status,authority_weight:float
CC_ADI_4478,ConstitutionalControl,ADI / 4478,4478,"Ementa: AÇÃO DIRETA DE INCONSTITUCIONALIDADE. COMPETÊNCIA DA UNIÃO PARA LEGISLAR E PRESTAR OS SERVIÇOS PÚBLICOS DE TELECOMUNICAÇÕES (CF, artigo 21, XI, E 22, IV). LEI Nº 1.336/09 DO ESTADO DO AMAPÁ. PROIBIÇÃO DE COBRANÇA DE ASSINATURA BÁSICA NOS SERVIÇOS DE TELEFONIA FIXA E MÓVEL. INCONSTITUCIONALIDADE FORMAL. FIXAÇÃO DA POLÍTICA TARIFÁRIA COMO PRERROGATIVA INERENTE À TITULARIDADE DO SERVIÇO PÚBLICO (CF, artigo 175, PARÁGRAFO ÚNICO, III). AFASTAMENTO DA COMPETÊNCIA CONCORRENTE DO ESTADO-MEMBRO PARA LEGISLAR SOBRE CONSUMO (CF, artigo 24, V E VII). USUÁRIO DE SERVIÇOS PÚBLICOS CUJO REGIME GUARDA DISTINÇÃO COM A FIGURA DO CONSUMIDOR (CF, artigo 175, PARÁGRAFO ÚNICO, II). PRECEDENTES. PROCEDÊNCIA DO PEDIDO. 1. O sistema federativo instituído pela Constituição Federal de 1988 torna inequívoco que cabe à União a competência legislativa e administrativa para a disciplina e a prestação dos serviços públicos de telecomunicações (CF, artigo 21, XI, e 22, IV). 2. A Lei nº 1.336/09 do Estado do Amapá, ao proibir a cobrança de tarifa de assinatura básica nos serviços de telefonia fixa e móvel, incorreu em inconstitucionalidade formal, porquanto necessariamente inserida a fixação da ?política tarifária? no âmbito de poderes inerentes à titularidade de determinado serviço público, como prevê o artigo 175, parágrafo único, III, da Constituição, elemento indispensável para a preservação do equilíbrio econômico-financeiro do contrato de concessão e, por consequência, da manutenção do próprio sistema de prestação da atividade. 3. Inexiste, in casu, suposto respaldo para o diploma impugnado na competência concorrente dos Estados-membros para dispor sobre direito do consumidor (CF, artigo 24, V e VII), cuja interpretação não pode conduzir à frustração da teleologia da referida regra expressa contida no artigo 175, parágrafo único, III, da CF, descabendo, ademais, a aproximação entre as figuras do consumidor e do usuário de serviços públicos, já que o regime jurídico deste último, além de informado pela lógica da solidariedade social (CF, artigo 3º, I), encontra sede específica na cláusula ?direitos dos usuários? prevista no artigo 175, parágrafo único, II, da Constituição. 4. Ação Direta de Inconstitucionalidade julgada procedente.",2011-11-29,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+4478%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADI_3847,ConstitutionalControl,ADI / 3847,3847,"Ação direta de inconstitucionalidade. 2. Lei estadual n. 13.921/2007, de Santa Catarina. 3. Serviço público de telecomunicações. 4. Telefonias fixa e móvel. 5. Vedação da cobrança de tarifa de assinatura básica. 6. Penalidades. 7. Invasão da competência legislativa da União. 7. Violação dos artigos 21, XI, 22, IV, e 175, parágrafo único, da Constituição Federal. Precedentes. 8. Ação direta de inconstitucionalidade julgada procedente.",2012-03-08,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+3847%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADI-MC_1980,ConstitutionalControl,ADI-MC / 1980,1980,"EMENTA: - DIREITO CONSTITUCIONAL E ADMINISTRATIVO. AÇÃO DIRETA DE INCONSTITUCIONALIDADE DA LEI Nº 12.420, DE 13.01.1999, DO ESTADO DO PARANÁ, QUE ASSEGURA AO CONSUMIDOR O DIREITO DE OBTER INFORMAÇÕES SOBRE NATUREZA, PROCEDÊNCIA E QUALIDADE DOS PRODUTOS COMBUSTÍVEIS, COMERCIALIZADOS NOS POSTOS REVENDEDORES SITUADOS NAQUELA UNIDADE DA FEDERAÇÃO. ALEGAÇÃO DE OFENSA AOS artigos 22, I, IV e XII, 177, §§ 1º e 2º, I e III, 238 e 170, IV, DA CONSTITUIÇÃO FEDERAL. MEDIDA CAUTELAR. 1. A plausibilidade jurídica da Ação Direta de Inconstitucionalidade ficou consideravelmente abalada, sobretudo diante das informações do Exmo. Sr. Governador do Estado do Paraná. 2. Com efeito, a Constituição Federal, no artigo 24, incisos V e VIII, atribui competência concorrente à União, aos Estados e ao Distrito Federal para legislar sobre produção e consumo e responsabilidade por dano ao consumidor. O § 1º desse artigo esclarece que, no âmbito da legislação concorrente, a competência da União limitar-se-á a estabelecer normas gerais. E o § 2º que a competência da União para as normas gerais não exclui a suplementar dos Estados . 3. No caso, a um primeiro exame, o Estado do Paraná, na Lei impugnada, parece haver exercido essa competência suplementar, sem invadir a esfera de competência da União, para normas gerais. Aliás, o próprio Código do Consumidor, instituído pela Lei Federal nº 8.078, de 1990, no artigo 55, a estabeleceu. 4. E, como ficou dito, o diploma acoimado de inconstitucional não aparenta haver exorbitado dos limites da competência legislativa estadual (suplementar), nem ter invadido a esfera de competência concorrente da União, seja a que ficou expressa no Código do Consumidor, seja na legislação correlata, inclusive aquela concernente à proteção do consumidor no específico comércio de combustíveis. 5. É claro que um exame mais aprofundado, por ocasião do julgamento de mérito da Ação, poderá detectar alguns excessos da Lei em questão, em face dos limites constitucionais que se lhe impõem, mas, por ora, não são eles vislumbrados, neste âmbito de cognição sumária, superficial, para efeito de concessão de medida cautelar. 6. Ausente o requisito da plausibilidade jurídica, nem é preciso verificar se o do ""periculum in mora"" está preenchido. Ademais, se tivesse de ser examinado, é bem provável que houvesse de militar no sentido da preservação temporária da eficácia das normas em foco. 7. Medida Cautelar indeferida. Plenário: votação unânime.",2000-02-25,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI-MC%2ESCLA%2E+E+1980%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADI_5158,ConstitutionalControl,ADI / 5158,5158,"Ementa: DIREITO CONSTITUCIONAL E CONSUMIDOR. AÇÃO DIRETA DE INCONSTITUCIONALIDADE. LEI 15.304/2014, DE PERNAMBUCO. IMPOSIÇÃO A MONTADORAS, CONCESSIONÁRIAS E IMPORTADORAS DE VEÍCULOS. FORNECIMENTO DE CARRO RESERVA EM REPAROS SUPERIORES A 15 DIAS, DURANTE GARANTIA CONTRATUAL. EXTRAPOLAÇÃO DE COMPETÊNCIA CONCORRENTE. INCONSTITUCIONALIDADE INTEGRAL DA LEI. 1. É inconstitucional, por extrapolação de competência concorrente para legislar sobre matérias de consumo, lei estadual que impõe às montadoras, concessionárias e importadoras de veículos a obrigação de fornecer veículo reserva a clientes cujo automóvel fique inabilitado por mais de 15 dias por falta de peças originais ou por impossibilidade de realização do serviço, durante o período de garantia contratual . 2. Da interpretação sistemática dos artigos 1º, IV, 5º, 24, V e VIII, 170, IV e 174, todos da Constituição Federal, extraem-se balizas impostas ao legislador estadual, quando da elaboração de normas consumeristas. São, assim, vedadas extrapolações de competência concorrente e violações aos princípios da isonomia, livre iniciativa e da livre concorrência, sobretudo no que concerne à criação de ônus estadual a fornecedores, como verificado no exemplo da Lei nº 15.304/2014 do Estado de Pernambuco. Precedentes: ADI 3.035, Rel. Min. Gilmar Mendes; ADI 3.645, Rel. Min. Ellen Gracie; ADI 2.656, Rel. Min. Maurício Corrêa. 3. Na hipótese, não se verifica a inconstitucionalidade formal de lei, por alegada violação ao artigo 66, § 1º, da Constituição Federal, diante de irregular promulgação antecipada pelo Poder Legislativo, antes do término do prazo constitucional para sanção ou veto do Chefe do Executivo. Em casos específicos como o dos autos, tal irregularidade não enseja inconstitucionalidade formal da lei. 4. Ação direta de inconstitucionalidade cujo pedido se julga procedente, para declarar, por vício formal, a inconstitucionalidade da Lei nº 15.304, de 04.06.2014, do Estado de Pernambuco, em sua integralidade.",2019-02-19,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+5158%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADI_5572,ConstitutionalControl,ADI / 5572,5572,"EMENTA: CONSTITUCIONAL. FEDERALISMO E RESPEITO ÀS REGRAS DE DISTRIBUIÇÃO DE COMPETÊNCIA. LEI ESTADUAL 18.752/2016 DO ESTADO DO PARANÁ. SERVIÇO PÚBLICO DE TELEFONIA MÓVEL E INTERNET. OBRIGAÇÃO DE FORNECER AO CONSUMIDOR INFORMAÇÕES SOBRE A VELOCIDADE DIÁRIA MÉDIA DOS SERVIÇOS DE INTERNET. DIREITO DO CONSUMIDOR. COMPETÊNCIA CONCORRENTE DOS ESTADOS (CF, artigo 24, V) . IMPROCEDÊNCIA. 1. As regras de distribuição de competências legislativas são alicerces do federalismo e consagram a fórmula de divisão de centros de poder em um Estado de Direito. Princípio da predominância do interesse. 2. A Constituição Federal de 1988, presumindo de forma absoluta para algumas matérias a presença do princípio da predominância do interesse, estabeleceu, a priori, diversas competências para cada um dos entes federativos ? União, Estados-Membros, Distrito Federal e Municípios ? e, a partir dessas opções, pode ora acentuar maior centralização de poder, principalmente na própria União (CF, artigo 22), ora permitir uma maior descentralização nos Estados-Membros e nos Municípios (CF, artigos 24 e 30, inciso I). 3. Entendimento recente desta SUPREMA CORTE no sentido de conferir uma maior ênfase na competência legislativa concorrente dos Estados quando o assunto gira em torno da defesa do consumidor. Cite-se, por exemplo, a ADI 5.745, Rel. ALEXANDRE DE MORAES, Red. p/ acórdão: Min. EDSON FACHIN, julgado em 7/2/2019. 4. A Lei Estadual 18.752/2016, ao obrigar que fornecedores de serviço de internet demonstrem para os consumidores a verdadeira correspondência entre os serviços contratados e os efetivamente prestados, não tratou diretamente de legislar sobre telecomunicações, mas sim de direito do consumidor. Isso porque o fato de trazer a representação da velocidade de internet, por meio de gráficos, não diz respeito à matéria específica de contratos de telecomunicações, tendo em vista que tal serviço não se enquadra em nenhuma atividade de telecomunicações definida pelas Leis 4.117/1962 e 9.472/1997. 5. Trata-se, portanto, de norma sobre direito do consumidor que admite regulamentação concorrente pelos Estados-Membros, nos termos do artigo 24, V, da Constituição Federal. 6. Ação Direta julgada improcedente.",2019-09-06,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+5572%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADI_451,ConstitutionalControl,ADI / 451,451,"Ementa: COMPETÊNCIA LEGISLATIVA. ADI. LEI ESTADUAL QUE ESTABELECE MEDIDAS DE SEGURANÇA EM ESTACIONAMENTOS. INCONSTITUCIONALIDADE. 1. A Lei Estadual 1.748/1990, que impõe medidas de segurança em estacionamento, é inconstitucional, quer por invadir a competência privativa da União para legislar sobre direito civil (CF/88, artigo 22, I), conforme jurisprudência consolidada nesta Corte, quer por violar o princípio da livre iniciativa (CF/88, artigo 170, par. único, e artigo 174), conforme entendimento pessoal deste relator, expresso quando do julgamento da ADI 4862, rel. Min. Gilmar Mendes. 2. O artigo 1º da lei impugnada, ao obrigar tais empresas à manutenção de empregados próprios nas entradas e saídas dos estacionamentos, restringe a contratação de terceirizados, usurpando, ainda, a competência privativa da União para legislar sobre direito do trabalho (CF/88, artigo 22, I). 3. Ação julgada procedente. 4. Tese: 1. ?Lei estadual que impõe a prestação de serviço segurança em estacionamento a toda pessoa física ou jurídica que disponibilize local para estacionamento é inconstitucional, quer por violação à competência privativa da União para legislar sobre direito civil, quer por violar a livre iniciativa.? 2. ?Lei estadual que impõe a utilização de empregados próprios na entrada e saída de estacionamento, impedindo a terceirização, viola a competência privativa da União para legislar sobre direito do trabalho.?",2018-03-08,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+451%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADI_3605,ConstitutionalControl,ADI / 3605,3605,"Ementa: CONSTITUCIONAL. FEDERALISMO E RESPEITO AS REGRAS DE DISTRIBUIÇÃO DE COMPETÊNCIA. LEI ESTADUAL 3.594/2005, DO DISTRITO FEDERAL. DISPENSA DO PAGAMENTO DE JUROS E MULTAS DE TRIBUTOS E TÍTULOS OBRIGACIONAIS VENCIDOS NO PERÍODO DE PARALISAÇÃO POR GREVE. INCONSTITUCIONALIDADE FORMAL, POR USURPAÇÃO DA COMPETÊNCIA DA UNIÃO EM MATÉRIA DE DIREITO CIVIL . 1. As regras de distribuição de competências legislativas são alicerces do federalismo e consagram a fórmula de divisão de centros de poder em um Estado de Direito. Princípio da predominância do interesse. 2. A própria Constituição Federal, presumindo de forma absoluta para algumas matérias a presença do princípio da predominância do interesse, estabeleceu, a priori, diversas competências para cada um dos entes federativos, União, Estados-Membros, Distrito Federal e Municípios, e a partir dessas opções pode ora acentuar maior centralização de poder, principalmente na própria União (CF, artigo 22), ora permitir uma maior descentralização nos Estados-Membros e Municípios (CF, artigos 24 e 30, inciso I). 3. A lei distrital sob análise atinge todos os devedores e tem por objeto obrigações originadas por meio dos títulos que especifica; sendo, consequentemente, norma de Direito Civil, previsto como de competência privativa da União, nos termos do artigo 22, inciso I, da Constituição Federal. Precedentes nesse sentido. 4. Ação direta de inconstitucionalidade julgada procedente, por vício formal.",2017-09-12,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+3605%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADI_2832,ConstitutionalControl,ADI / 2832,2832,"EMENTA: DIREITO CONSTITUCIONAL E ADMINISTRATIVO. ADI CONTRA LEI PARANAENSE 13.519, DE 8 DE ABRIL DE 2002, QUE ESTABELECE OBRIGATORIEDADE DE INFORMAÇÃO, CONFORME ESPECIFICA, NOS RÓTULOS DE EMBALAGENS DE CAFÉ COMERCIALIZADO NO PARANÁ. ALEGAÇÃO DE OFENSA AOS artigos 22, I e VIII, 170, CAPUT, IV, E PARÁGRAFO ÚNICO, E 174 DA CONSTITUIÇÃO FEDERAL. PROTEÇÃO AO CONSUMIDOR. OFENSA INDIRETA. AÇÃO JULGADA PARCIALMENTE PROCEDENTE. I - Não há usurpação de competência da União para legislar sobre direito comercial e comércio interestadual porque o ato normativo impugnado buscou, tão-somente, assegurar a proteção ao consumidor. II - Precedente deste Tribunal (ADI 1.980, Rel. Min. Sydney Sanches) no sentido de que não invade esfera de competência da União, para legislar sobre normas gerais, lei paranaense que assegura ao consumidor o direito de obter informações sobre produtos combustíveis. III - Afronta ao texto constitucional indireta na medida em que se mostra indispensável o exame de conteúdo de outras normas infraconstitucionais, no caso, o Código do Consumidor. IV - Inocorre delegação de poder de fiscalização a particulares quando se verifica que a norma impugnada estabelece que os selos de qualidade serão emitidos por entidades vinculadas à Administração Pública estadual. V - Ação julgada parcialmente procedente apenas no ponto em que a lei impugnada estende os seus efeitos a outras unidades da Federação.",2008-06-19,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+2832%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADI_3533,ConstitutionalControl,ADI / 3533,3533,"EMENTA: AÇÃO DIRETA DE INCONSTITUCIONALIDADE. IMPUGNAÇÃO DA LEI DISTRITAL N. 3.596. IMPOSIÇÃO, ÀS EMPRESAS DE TELEFONIA FIXA QUE OPERAM NO DISTRITO FEDERAL, DE INSTALAÇÃO DE CONTADORES DE PULSO EM CADA PONTO DE CONSUMO. VIOLAÇÃO DO ARTIGO 22, IV, DA CONSTITUIÇÃO DO BRASIL. 1. A Lei distrital n. 3.596 é inconstitucional, visto que dispõe sobre matéria de competência da União, criando obrigação não prevista nos respectivos contratos de concessão do serviço público, a serem cumpridas pelas concessionárias de telefonia fixa --- artigo 22, inciso IV, da Constituição do Brasil. 2. Pedido julgado procedente para declarar inconstitucional a Lei distrital n. 3.596/05.",2006-10-06,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+3533%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADI_4314,ConstitutionalControl,ADI / 4314,4314,"LEGITIMIDADE ? AÇÃO DIRETA DE INCONSTITUCIONALIDADE ? COMÉRCIO ? GORJETAS. Quando em jogo o comércio e a problemática alusiva à gorjeta, a Confederação Nacional do Comércio de Bens, Serviços e Turismo ? CNC é parte legítima para figurar como autora de ação direta de inconstitucionalidade. COMPETÊNCIA NORMATIVA ? DIREITO DO TRABALHO E CIVIL. Conforme versado no artigo 22, inciso I, da Constituição Federal, cabe à União dispor sobre Direito do Trabalho e Civil. Não pode Estado-membro potencializar a defesa do consumidor para justificar a abordagem da matéria.",2018-10-26,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+4314%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADI_4908,ConstitutionalControl,ADI / 4908,4908,"EMENTA AÇÃO DIRETA DE INCONSTITUCIONALIDADE. LEI Nº 6.295/2012 DO ESTADO DO RIO DE JANEIRO. PRESTADORAS DE SERVIÇOS DE TELEFONIA FIXA E CELULAR. HIPÓTESE DE CANCELAMENTO DA MULTA CONTRATUAL DE FIDELIDADE. ALEGADA USURPAÇÃO DE COMPETÊNCIA PRIVATIVA DA UNIÃO PARA LEGISLAR SOBRE EXPLORAÇÃO DE SERVIÇOS DE TELECOMUNICAÇÕES. AFRONTA AOS artigos 1º, 21, IX, 22, IV, E 175 DA CONSTITUIÇÃO DA REPÚBLICA. INOCORRÊNCIA. 1. A chamada multa contratual de fidelidade ? cláusula penal que, acompanhando instrumento de adesão a serviço de telefonia, onera o usuário, como contrapartida pelo oferecimento de determinado produto ou benefício, com a permanência do vínculo com a prestadora por prazo determinado ? não incide sobre o contrato de prestação de serviço de telefonia propriamente dito, e sim sobre pactuação paralela, notadamente a aquisição de estação móvel (aparelho de telefonia celular) ou outro dispositivo mediante valor inferior ao praticado no mercado. O instrumento pelo qual a prestadora de serviços de telefonia oferece benefícios a seus usuários, exigindo, em contrapartida, que permaneçam a ela vinculados por um prazo mínimo, não se confunde com o termo de adesão do usuário a plano de serviço de telecomunicações, tampouco o integra, consubstanciando típica relação de consumo. 2. Ao impor o cancelamento da multa contratual de fidelidade quando o usuário de serviços de telefonia celular ou fixa comprovar que perdeu o vínculo empregatício após a adesão ao contrato, a Lei nº 6.295/2012 do Estado do Rio de Janeiro disciplina relação jurídica tipicamente consumerista, ainda que realizada paralelamente a contrato de prestação de serviço de telefonia. Os efeitos da medida esgotam-se na relação entre o consumidor-usuário e o fornecedor-prestador do serviço público, não interferindo no conteúdo dos contratos administrativos firmados no âmbito federal para prestação do serviço público. 3. Implementada norma de proteção ao consumidor que, rigorosamente contida nos limites do artigo 24, V, da Carta Política, em nada interfere no regime de exploração, na estrutura remuneratória da prestação dos serviços ou no equilíbrio dos contratos administrativos, inocorrente usurpação da competência legislativa privativa da União, e, consequentemente, afronta aos artigos 1º, 21, IX, 22, IV, e 175 da Constituição da República. Ação direta de inconstitucionalidade julgada improcedente.",2019-05-03,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+4908%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADC_9,ConstitutionalControl,ADC / 9,9,"AÇÃO DECLARATÓRIA DE CONSTITUCIONALIDADE. MEDIDA PROVISÓRIA nº 2.152-2, DE 1º DE JUNHO DE 2001, E POSTERIORES REEDIÇÕES. ARTIGOS 14 A 18. GESTÃO DA CRISE DE ENERGIA ELÉTRICA. FIXAÇÃO DE METAS DE CONSUMO E DE UM REGIME ESPECIAL DE TARIFAÇÃO. 1. O valor arrecadado como tarifa especial ou sobretarifa imposta ao consumo de energia elétrica acima das metas estabelecidas pela Medida Provisória em exame será utilizado para custear despesas adicionais, decorrentes da implementação do próprio plano de racionamento, além de beneficiar os consumidores mais poupadores, que serão merecedores de bônus. Este acréscimo não descaracteriza a tarifa como tal, tratando-se de um mecanismo que permite a continuidade da prestação do serviço, com a captação de recursos que têm como destinatários os fornecedores/concessionários do serviço. Implementação, em momento de escassez da oferta de serviço, de política tarifária, por meio de regras com força de lei, conforme previsto no artigo 175, III da Constituição Federal. 2. Atendimento aos princípios da proporcionalidade e da razoabilidade, tendo em vista a preocupação com os direitos dos consumidores em geral, na adoção de medidas que permitam que todos continuem a utilizar-se, moderadamente, de uma energia que se apresenta incontestavelmente escassa. 3. Reconhecimento da necessidade de imposição de medidas como a suspensão do fornecimento de energia elétrica aos consumidores que se mostrarem insensíveis à necessidade do exercício da solidariedade social mínima, assegurada a notificação prévia (artigo 14, § 4º, II) e a apreciação de casos excepcionais (artigo 15, § 5º). 4. Ação declaratória de constitucionalidade cujo pedido se julga procedente.",2004-04-23,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADC%2ESCLA%2E+E+9%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADI_2876,ConstitutionalControl,ADI / 2876,2876,"EMENTA: AÇÃO DIRETA DE INCONSTITUCIONALIDADE. ADMINISTRATIVO. INTERRUPÇÃO DE BEM OU SERVIÇO PÚBLICO SEM AVISO PRÉVIO AO CONSUMIDOR. CONTROLE DE LEGALIDADE E NÃO DE CONSTITUCIONALIDADE DA LEI RONDONIENSE N. 1.126/2002. AÇÃO DIRETA NÃO CONHECIDA. 1. O poder constituinte dos Estados-membros limita-se pelos princípios da Constituição da República. Autonomia dos entes federados definida pelos princípios constitucionais. 2. Ausência de afronta às regras de competência privativa da União. 3. Lei rondoniense n. 1.126/2002 coerente com o previsto na Lei n. 8.987/95, que dispõe sobre o regime de concessão e permissão da prestação de serviços públicos. 4. Inviabilidade do exame de constitucionalidade da Lei rondoniense: questão posta para cotejar a Lei ronodniense n. 1.126/2002 com a Lei nacional n. 8.078/90 (Código de Defesa do Consumidor). Exame de legalidade que não viabiliza o controle abstrato da lei estadual por meio da ação direta. Precedentes. 5. Ação direta de inconstitucionalidade não conhecida.",2009-11-19,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+2876%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
CC_ADI_2937,ConstitutionalControl,ADI / 2937,2937,"EMENTA: INCONSTITUCIONALIDADE. Ação direta. artigos 8º, I, 9º, § 5º, incs. I e II, e § 4º, 11, caput e §§ 1º, 2º, 3º, 4º, 5º e 6º, 12, 19, 30, § único, 32, caput e §§ 1º e 2º, 33, § único, incs. II e III, e 37, caput, incs. I e II, § 1º e inc. II, e § 3º, da Lei federal nº 10.671/2003. Estatuto de Defesa do Torcedor. Esporte. Alegação de incompetência legislativa da União, ofensa à autonomia das entidades desportivas, e de lesão a direitos e garantias individuais. Vulneração dos artigos 5º, incs. X, XVII, XVIII, LIV, LV e LVII, e § 2º, 18, caput, 24, inc. IX e § 1º, e 217, inc. I, da CF. Não ocorrência. Normas de caráter geral, que impõem limitações válidas à autonomia relativa das entidades de desporto, sem lesionar direitos e garantias individuais. Ação julgada improcedente. São constitucionais as normas constantes dos artigos 8º, I, 9º, § 5º, incs. I e II, e § 4º, 11, caput e §§ 1º, 2º, 3º, 4º, 5º e 6º, 12, 19, 30, § único, 32, caput e §§ 1º e 2º, 33, § único, incs. II e III, e 37, caput, incs. I e II, § 1º e inc. II, e § 3º, da Lei federal nº 10.671/2003, denominada Estatuto de Defesa do Torcedor.",2012-05-28,http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28ADI%2ESCLA%2E+E+2937%2ENUME%2E%29&base=baseAcordaos&url=http://tinyurl.com/yctd5h3k,active,1.0
